experiment,epochs,batch_size,learning_rate,lambda_l1,split,investor,train_size,test_size,train_nll,accuracy,macro_f1,nll
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,30,retail,772,194,0.6620349445491257,0.5257731958762887,0.5206789128800086,0.6840077638626099
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,31,foreign,765,194,0.6418411176968244,0.6237113402061856,0.6224976675996268,0.6280461549758911
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,31,institution,765,194,0.6811269824800927,0.5463917525773195,0.5168119551681195,0.7142680287361145
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,31,retail,765,194,0.6749776688276553,0.654639175257732,0.6545565684216121,0.6441039443016052
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,32,foreign,765,194,0.6335968867626065,0.6443298969072165,0.6408853118712274,0.6603976488113403
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,32,institution,765,194,0.6857084613220364,0.520618556701031,0.5080572597137014,0.6992232203483582
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,32,retail,765,194,0.6676979984333312,0.654639175257732,0.653525256564041,0.6598341464996338
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,33,foreign,765,194,0.6314713743777057,0.5927835051546392,0.5847400222180075,0.6563090085983276
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,33,institution,765,194,0.685276315726486,0.5721649484536082,0.5430112104441607,0.6917754411697388
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,33,retail,765,194,0.6655733589253394,0.6237113402061856,0.6173570019723866,0.6607933640480042
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,34,foreign,768,197,0.6238769590854645,0.6192893401015228,0.6029186487140208,0.6806012988090515
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,34,institution,768,197,0.6844004392623901,0.467005076142132,0.4661246612466124,0.7018517851829529
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,34,retail,768,197,0.6642434994379679,0.6345177664974619,0.6143975641583297,0.6654892563819885
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,35,foreign,772,194,0.645135022815645,0.6185567010309279,0.617540494458653,0.6251164078712463
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,35,institution,772,194,0.6840100760904618,0.5515463917525774,0.5364587624618934,0.7025670409202576
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,35,retail,772,194,0.6671875279802115,0.5670103092783505,0.5640449438202246,0.665531575679779
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,36,foreign,765,194,0.6353981309466892,0.6185567010309279,0.6144591255773981,0.6578685641288757
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,36,institution,765,194,0.6871108320024278,0.5515463917525774,0.5439734133095566,0.6887768507003784
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,36,retail,765,194,0.6573024389011408,0.5360824742268041,0.5310989365130518,0.6952961683273315
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,37,foreign,765,194,0.6333371050217572,0.6082474226804123,0.5999131661782264,0.6498016119003296
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,37,institution,765,194,0.6862858688909244,0.5515463917525774,0.5364587624618934,0.6891160011291504
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,37,retail,765,194,0.65464999629002,0.4948453608247423,0.4894188419808787,0.6960075497627258
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,38,foreign,768,197,0.6244342575470606,0.5939086294416244,0.5735930735930735,0.6860212087631226
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,38,institution,768,197,0.6869926750659943,0.5583756345177665,0.5572347516081532,0.6864210367202759
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,38,retail,768,197,0.6512988160053889,0.5177664974619289,0.504697631335186,0.7139432430267334
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,39,foreign,772,194,0.6441336728130598,0.6701030927835051,0.6504504504504505,0.6252979040145874
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,39,institution,772,194,0.6838334943964074,0.5412371134020618,0.5258026420587185,0.6981849074363708
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,39,retail,772,194,0.6714150436183949,0.6752577319587629,0.6655813062631679,0.6467928886413574
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,40,foreign,765,194,0.6442681624219309,0.634020618556701,0.634010894114521,0.6090890765190125
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,40,institution,765,194,0.6798351320565915,0.5103092783505154,0.4896857261525681,0.7170210480690002
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,40,retail,765,194,0.6691555362121732,0.634020618556701,0.634010894114521,0.6481731534004211
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,41,foreign,768,197,0.6346150437990824,0.649746192893401,0.6467974535533325,0.6454284191131592
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,41,institution,768,197,0.6795291205247244,0.5279187817258884,0.5277240739308637,0.7231161594390869
